0.100000;0.007423;2.536377;36.714807
0.125000;0.017214;3.779246;42.345029
0.200000;0.096691;8.372376;54.716760
0.250000;0.212995;11.876941;60.434051
0.500000;2.042965;29.939958;75.251506
